mp_id,formula,band_gap,Ef_eV_atom,density_g_cm3,volume_A3,nsites,n_elements,crystal_system
mp-550070,NbBr2O,0.9038,-1.975614217499999,4.633206536333692,192.61378741680204,8,3,Monoclinic
mp-19205,ErVO3,1.5838,-3.3105158775,8.018613803040648,220.50361904722976,20,3,Orthorhombic
mp-540577,KZr2(PO4)3,4.2822,-3.18968664089881,3.055032499583022,550.5651784412129,36,4,Trigonal
mp-753467,TaCrO4,2.459699999999999,-2.945962722055546,7.540295819655173,130.78614045953398,12,3,Tetragonal
mp-554148,KFe(MoO4)2,2.3116,-2.007513676854168,3.237975307417978,425.46484108162747,24,4,Trigonal
mp-19024,HoVO3,0.0,-3.301341118499998,7.872520870621884,222.6308365086166,20,3,Orthorhombic
mp-504476,Cu2PO4F,0.0,-1.858791852142857,4.475984924990749,357.7245994223125,32,4,Monoclinic
mp-768221,YBiO3,3.0748,-2.764777345,7.174372126701876,160.11286607696232,10,3,Trigonal
mp-769470,Li11Fe(WO4)7,2.8156,-2.251534366312056,5.358167035413997,578.6166651326496,47,4,Monoclinic
mp-1205339,Ge(SeO3)2,3.727999999999999,-1.505156669409721,4.278777380996575,253.46476872417128,18,3,Monoclinic
mp-19379,CoSO4,2.1606,-1.7370555291666672,3.812099405037916,270.0628139714055,24,3,Orthorhombic
mp-22802,PrMn2O5,0.0,-2.595781837503592,5.853677363826245,375.3362593184159,32,3,Orthorhombic
mp-19121,TbVO4,2.9881,-3.20938931361111,5.626085387787339,161.66218136862443,12,3,Tetragonal
mp-1192830,Cu3(MoO5)2,0.0,-1.396173429,4.205990794984624,428.37106118896895,30,3,Monoclinic
mp-1041565,TiO2,1.82,-3.464407361944444,4.127531458338895,128.5226119523117,12,2,Orthorhombic
mp-1223316,KTi3AlO8,,-3.32467413901923,3.689392597165542,151.98280995652738,13,4,Triclinic
mp-504811,Rb2Pb4O7,0.9863000000000001,-1.510042240769228,7.385055761770363,499.94840413320475,26,3,Triclinic
mp-754526,TmBrO,4.4383,-3.322529855000001,6.273660463302988,140.19668430651433,6,3,Orthorhombic
mp-1226968,CaZrV2O8,2.525,-2.969095396666667,3.799461707847689,157.85231653832048,12,4,Tetragonal
mp-546292,YbClO,0.0,-3.484970913749999,6.684935055887468,111.52790483027516,6,3,Trigonal
mp-761281,FeSbO4,0.0,-1.834288585833332,6.2543795020464135,128.29108171669625,12,3,Tetragonal
mp-555022,LuSeO3F,4.2951000000000015,-2.82308066733507,6.712883611273939,317.5423328434585,24,4,Monoclinic
mp-18578,TlZnAsO4,3.1473,-1.683771338333335,6.012820638296494,451.4895444551059,28,4,Monoclinic
mp-556538,Na8(CuO2)5,0.0,-1.371228103088456,3.682597067078329,298.3445175272915,23,3,Monoclinic
mp-17189,K3Ce(PO4)2,0.0495,-2.949903627216836,3.556694253635383,417.7183172142527,28,4,Monoclinic
mp-978099,K3Gd(PO4)2,1.2922,-2.966707809002542,3.938668857991031,391.65508623013466,28,4,Monoclinic
mp-9228,HgSeO3,2.5571,-1.048512630968753,7.133045455889164,305.0066542589892,20,3,Orthorhombic
mp-1078191,Ba2TeO,1.783,-2.438919834166666,5.276313596616395,263.2618769603321,8,3,Tetragonal
mp-1078906,CoTe(PbO3)2,1.7931,-1.475581488166665,8.667267905762568,534.0916338343625,40,4,Trigonal
mp-551918,AlBiO3,2.977899999999999,-2.5005107850000012,8.296037245622959,113.6752137295987,10,3,Trigonal
mp-755290,V3(O2F)2,0.8214,-2.697904585555556,4.207843547671418,201.11809965921793,18,3,Triclinic
mp-20209,Eu2ReO5,0.0,-2.8000572118750022,8.215065464889022,460.9708653765818,32,3,Tetragonal
mp-542121,Rb4Nb2Si8O23,3.7154,-3.096012737702703,3.260495884367627,570.5855541874574,37,4,Triclinic
mp-756822,V4OF11,1.061499999999999,-3.122940785625,3.626734501689549,196.30676845468244,16,3,Monoclinic
mp-14142,TiZnO3,3.106999999999999,-2.792557587666666,5.007411138147304,106.96230133551445,10,3,Trigonal
mp-773102,Ce4YO9,0.0,-3.908052950357143,6.381610267652961,206.43890930699882,14,3,Orthorhombic
mp-1044413,ZnFeBiO5,0.1409,-1.4679498778125,6.014336159523208,453.05433416280107,32,4,Monoclinic
mp-698573,FeBi25O39,,-1.617114149153846,8.891818760260144,1102.6285564635195,65,3,Trigonal
mp-1067937,Ho2BiO2,0.0,-2.974778947999999,9.599302159050296,98.74695466253284,5,3,Tetragonal
mp-758096,SbOF3,1.923099999999999,-2.302541044,3.951103804576067,327.3997886531662,20,3,Tetragonal
mp-19198,CoSO4,2.6388,-1.735997209583334,3.8977471941982893,132.06427215131575,12,3,Orthorhombic
mp-2723,IrO2,0.0,-1.260892841666664,11.548302349446649,64.48031649722306,6,2,Tetragonal
mp-753260,LaAgO2,2.826699999999999,-2.568305550416656,5.9787951496226635,77.42572969016877,4,3,Trigonal
mp-504699,Ba2UFeO6,0.5156000000000001,-3.109767488999999,7.310790037689211,150.93698106110466,10,4,Cubic
mp-19363,HgMoO4,2.2557,-1.5400649545833351,7.253532617816265,165.06995857909925,12,3,Monoclinic
mp-18925,Li6CoO4,1.9349,-1.938767046590909,2.830290317086024,386.23062221360556,44,3,Tetragonal
mp-554057,KPr(SO4)2,5.5778,-2.5359143349097213,3.696656471634656,334.3228223749626,24,4,Triclinic
mp-1078295,NaNbO3,3.837399999999999,-2.841680835275861,4.205102830362381,129.43938864437823,10,3,Trigonal
mp-1205693,Ba2DyUO6,0.8682999999999991,-3.656206646166667,7.6482115229747265,167.43435632644434,10,4,Cubic
mp-3638,Cu2P2O7,0.0,-2.028611891298699,4.098617069242906,243.92662572935916,22,3,Monoclinic
mp-558917,LiMoIO6,2.2334,-1.6296289764814822,4.157636337427093,260.23128451863494,18,4,Monoclinic
mp-624234,TePb2O5,2.0297,-1.566924390833333,8.378154829136005,246.5579447675384,16,3,Monoclinic
mp-755358,LuAlO3,3.6479,-3.7433915153333333,7.273827011470189,114.12048248056117,10,3,Hexagonal
mp-541404,VO2,0.7584000000000001,-2.522468176666668,4.067600255193656,135.43671915122044,12,2,Monoclinic
mp-18784,DyVO4,2.9764,-3.209243283611112,5.77227133580865,159.62467366853392,12,3,Tetragonal
mp-9392,Sr4Al6TeO12,2.838,-3.351497833333332,3.253716548304334,424.5930568597537,23,4,Cubic
mp-5632,DyAsO4,3.6275,-2.8459666998611173,6.369751344581069,157.15475532624174,12,3,Tetragonal
mp-504506,RbIn(MoO4)2,3.9692,-2.078594995347222,3.843919721197201,224.70491687394173,12,4,Trigonal
mp-778408,HgBiO3,0.0,-1.092814734500002,9.817158334809003,154.79235641038505,10,3,Trigonal
mp-9749,Sr(BO2)2,4.9456,-3.123118884404775,3.3424140086181042,344.267494021296,28,3,Orthorhombic
mp-19220,CaSi2NiO6,4.5227,-2.948969151249999,3.692304879138714,451.41849805525715,40,4,Monoclinic
mp-8059,SiO2,5.5887,-3.26345831625,2.247387477681125,355.1584355418974,24,2,Cubic
mp-755763,Fe3OF5,0.0,-2.364327564999999,4.220888656255473,219.1500570206416,18,3,Triclinic
mp-558725,Ba5Ru2Br2O9,0.4718,-2.457761265555556,5.004769074426473,791.3738537392977,36,4,Hexagonal
mp-761614,CoCu(PO4)2,0.005099999999999,-1.926310803690476,3.519731339084586,294.788864139027,24,4,Monoclinic
mp-8002,LiGaO2,3.744799999999999,-2.312702965208333,4.89998639426124,36.824352144624044,4,3,Trigonal
mp-996,OsO2,0.0,-1.343400869999998,11.467906499374536,64.3569258510722,6,2,Tetragonal
mp-31049,NdO2,3.4112,-3.1596579241666642,6.708597366830175,87.24766669582291,6,2,Monoclinic
mp-29365,Li5BiO5,1.3597000000000001,-1.948860575606061,4.413627443517979,121.77903034390049,11,3,Monoclinic
mp-1095110,Ba2SmMoO6,0.9085000000000001,-3.0179772245,6.411945982386548,159.77524517029462,10,4,Tetragonal
mp-3031,BaSi2O5,4.7582,-3.360721377187507,3.730498523320041,486.9581147729143,32,3,Orthorhombic
mp-31114,Ho3GaO6,3.5644,-3.603410627749996,8.441455361685065,259.8611755153766,20,3,Orthorhombic
mp-754454,Cd(AgO2)2,0.3377,-0.6266469290476181,6.11193893586025,213.0820019981777,14,3,Tetragonal
mp-1206840,SrRhO3,0.0,-1.991144156999999,6.259477489298199,126.55303029275241,10,3,Tetragonal
mp-1193284,NdMoBrO4,2.0897,-2.585778148214286,4.653382853210901,548.2341279529892,28,4,Triclinic
mp-774316,Mn6OF11,0.078999999999999,-2.8315292323659,3.878511044143456,474.89963851275917,36,3,Monoclinic
mp-18296,Ba5Dy8Zn4O21,3.3654,-3.24790919127193,7.710648014330136,556.5371449214068,38,4,Tetragonal
mp-715262,FeO,0.0,-1.4722393325,5.577375605140057,42.7801322207853,4,2,Tetragonal
mp-8974,Ba3Dy4O9,3.2313,-3.560952405729166,7.314387368794287,273.78500702738705,16,3,Trigonal
mp-19002,TmNiO3,0.0,-2.526711635000001,8.98413381710249,203.77587181393056,20,3,Orthorhombic
mp-30037,AgIO4,0.11079999999999901,-0.544691771111111,5.508180935239086,180.13921877535253,12,3,Tetragonal
mp-557691,La2O3,3.411,-3.844539306333335,6.378686656469288,254.44993665426975,15,2,Monoclinic
mp-638002,BaV13O18,0.23650000000000002,-2.390831605625001,4.935720978264796,365.889549856281,32,3,Triclinic
mp-504590,Ca2Si3PbO9,4.3821,-3.162365873666667,4.199321455539344,407.7733708320587,30,4,Triclinic
mp-754234,V2SiO4,0.6219,-2.552792156428572,4.405771188403584,146.2119900796527,14,3,Cubic
mp-769213,Dy2(SeO4)3,3.0307,-2.052460007521446,5.842896776688383,428.4981520267894,34,3,Monoclinic
mp-1396391,WO3,,-2.181651673125,7.24237404721964,212.62441609351407,16,2,Orthorhombic
mp-1043588,ZnFe(GeO3)2,1.2894,-1.938722734250001,4.913642515026448,490.06079721034337,40,4,Monoclinic
mp-31256,U(SbO3)2,1.2887,-2.576791013333332,7.107622208395796,134.9307154865036,9,3,Monoclinic
mp-560624,Na5Bi(P2O7)2,4.2843,-2.561572092727832,3.511830502367059,635.3248184740658,48,4,Triclinic
mp-1215204,ZrTi2O,0.0,-1.596375502916664,5.688051602738821,59.25028728524313,4,3,Orthorhombic
mp-768500,Sb2(SO4)3,3.101199999999999,-1.7690563383823532,3.0988907847208482,569.8307137955326,34,3,Trigonal
mp-1192039,Nd3TaO7,3.4123,-3.743658881348486,7.634629623151453,315.66766498614106,22,3,Orthorhombic
mp-3488,Na2Ti3O7,2.9953000000000003,-3.160181039813217,3.456687956033042,289.7451538065769,24,3,Monoclinic
mp-1186755,SrTaO3,0.0,-3.278887796466667,7.815019078429382,67.26411512562386,5,3,Cubic
mp-2460,Er2O3,4.1023,-4.022894670833329,9.648473202345551,197.4974942832298,15,2,Monoclinic
mp-6397,Na2Ca(SO4)2,5.4849,-2.420641493289125,2.840272203559808,325.2739685295526,26,4,Monoclinic
mp-23095,Ca3Cu2(ClO2)2,0.0,-2.313304971818181,3.895167479983869,162.94734089675643,11,4,Tetragonal
mp-1217888,TaO2F,1.5127000000000002,-3.3457540580833323,6.19730913780293,62.14856535233808,4,3,Tetragonal
mp-556765,NaFe2(MoO4)3,0.8429000000000001,-1.937614801743294,3.7081717702646753,550.3460900097492,36,4,Triclinic
mp-754892,Rb3ClO,0.47940000000000005,-1.552755477499999,3.016855778920252,169.45012298942564,5,3,Cubic
mp-1190916,Ag2Te3Mo3O16,2.020299999999999,-1.5645405863888882,5.23355103629832,362.45208575383987,24,4,Monoclinic
mp-8763,Tm2S2O,2.6958,-2.975967371000002,7.443300466195845,373.00749204788144,20,3,Monoclinic
mp-19071,Co2SiO4,0.0,-2.065518774285714,5.038448836382073,138.38756390273642,14,3,Cubic
mp-714885,VO,0.783199999999999,-2.0896383025,5.2461728092815765,42.37678919257186,4,2,Trigonal
mp-499,AgO,0.0,-0.439935543333332,7.128585428207505,57.707659102207735,4,2,Orthorhombic
mp-771314,Ti2Ni(PO4)3,0.158399999999999,-2.799099418921958,3.3286856163292162,438.3374011064571,36,4,Trigonal
mp-1197728,Fe2B(PO4)3,2.025,-2.476507414616402,3.148582089984038,429.7354474430287,36,4,Hexagonal
mp-4609,HfSiO4,5.0221,-3.655536861666667,7.015947117653362,128.07884534664103,12,3,Tetragonal
mp-22212,NaSbO3,1.274,-1.9649369122758622,5.416017515922947,236.38441497374964,20,3,Orthorhombic
mp-8615,NbBO4,2.458899999999999,-2.954805746527777,5.127383801765492,108.63133602292216,12,3,Tetragonal
mp-8128,NaNdO2,3.3353,-2.9878878134698272,5.365910506195975,123.30811077389038,8,3,Tetragonal
mp-1410863,CaLa2FeO6,1.7183000000000002,-2.975604868,5.877218995934202,132.7167799731302,10,4,Trigonal
mp-1020622,SrZrO3,3.168099999999999,-3.644416241500001,5.382536375487199,139.96387922066543,10,3,Tetragonal
mp-546621,ErBi2BrO4,1.357,-2.423718180625001,8.576980871338387,141.16092680583967,8,4,Tetragonal
mp-550433,BeZnO2,2.6575,-2.3983149150000003,4.750973583385163,74.39087356573184,8,3,Tetragonal
mp-624769,P2WO8,2.5303999999999993,-2.40897969538961,4.408604538408192,563.153995977397,44,3,Orthorhombic
mp-1078185,Ba2LuSbO6,3.2383,-3.1285257716666672,7.407222979015074,149.6115680607324,10,4,Cubic
mp-1216586,TmSc(BO3)2,4.434699999999999,-3.498891860333334,5.017664522457944,109.70897899371062,10,4,Trigonal
mp-1938,Al2O3,5.313199999999999,-3.333195094499999,3.953068690720562,171.3207612152271,20,2,Orthorhombic
mp-1019788,K4Al3(SiO4)3,0.0,-3.029408297909091,2.079891173492618,820.0731660937978,44,4,Cubic
mp-850957,Na6Ti2O7,,-2.512837670996168,2.456137543151133,467.39720251167415,30,3,Monoclinic
mp-19431,LiYMo3O8,0.0,-2.378474222564103,5.010176600827968,169.58181130406342,13,4,Trigonal
mp-771408,LiVOF3,0.20540000000000003,-2.9341404378472222,2.947523058420109,589.8554117665922,48,4,Orthorhombic
mp-850291,Li2Mn5(Si2O5)6,,-2.92462493176167,2.6676814934898543,1376.3705744880745,98,4,Hexagonal
mp-753119,Cs(WO3)3,0.0,-2.245138814973477,7.529487327612155,182.6982103668676,13,3,Hexagonal
mp-18977,Ba2CaWO6,3.183,-3.02969635,6.377210092501664,154.81755213407968,10,4,Cubic
mp-2898,Ca(AuO2)2,1.6618,-1.466215879285709,9.047812470496794,182.79843169909492,14,3,Tetragonal
mp-18733,AlTl(MoO4)2,3.8702,-2.203208559444446,4.340171856188125,210.903081605927,12,4,Trigonal
mp-19801,EuRhO3,0.0,-2.205840328500002,8.432787516285554,238.55630034079877,20,3,Orthorhombic
mp-8208,Mg(PtO2)3,0.2984,-1.376596223500001,10.401985589608127,112.63224450559863,10,3,Orthorhombic
mp-672979,LiBiP2O7,,-2.5240584456926403,4.185538404704188,618.6880083705556,44,4,Monoclinic
mp-555245,Ba4NdMn3O12,0.0,-2.635162862064654,5.80381928719641,300.51913027158866,20,4,Trigonal
mp-18894,CaCo(SiO3)2,1.1736,-2.949598319,3.631223030347736,229.72528330283112,20,4,Monoclinic
mp-1075921,LaNiO3,0.0,-2.436526663999999,7.10761180460951,57.378419163664574,5,3,Cubic
mp-545735,Ba2NdRuO6,0.125799999999999,-2.75854759475,6.427632560615222,159.1300714704817,10,4,Cubic
mp-1194001,Pr4PClO8,4.4953,-3.548600195450681,5.476638577814574,459.68923304028823,28,4,Orthorhombic
mp-1226758,CdBiBrO2,0.9774,-1.439710593,7.18584809040806,100.1276310574408,5,4,Tetragonal
mp-29510,Hg2TeO3,2.2142,-0.9766123002777801,7.0965077669754955,269.9250857781906,12,3,Orthorhombic
mp-1336,PdO,0.0,-0.789826404999999,8.117605863761803,50.08427352138736,4,2,Tetragonal
mp-9656,BaY2PdO5,1.787999999999999,-3.026492026666667,6.447925296464205,258.3320356960755,18,4,Tetragonal
mp-1224660,HfTi4(PbO3)5,,-2.769540981533332,8.060317221067471,339.0887158866975,25,4,Orthorhombic
mp-558830,ZnTeMoO6,3.0952,-1.7651720629629621,5.086003785571592,251.3631142081916,18,4,Orthorhombic
mp-754782,Na2CdO3,0.0,-1.250077629626436,4.282136082311186,160.06803926707548,12,3,Monoclinic
mp-1217978,SrPrScO4,3.1811,-3.591704796666666,5.433712366753841,103.13402990768772,7,4,Tetragonal
mp-1218151,SrNdCoO4,0.621599999999999,-2.706037485357143,6.437602416955302,91.51657068693989,7,4,Tetragonal
mp-20725,PbO2,0.0,-1.299647031666666,9.340001787646925,85.05329251846074,6,2,Tetragonal
mp-25303,FePO4,0.995499999999999,-2.3072070407738092,3.714562401677146,134.8403574377505,12,3,Orthorhombic
mp-754672,TiO2,2.9809,-3.427717181944443,2.8720384801002483,184.7054374851317,12,2,Orthorhombic
mp-768374,MnTlO3,0.0,-1.526403397252875,7.8273436090862,391.17953872103993,30,3,Hexagonal
mp-3635,LiBO2,5.226,-2.73799054125,2.248286826303503,146.9797287927551,16,3,Monoclinic
mp-1048685,CaV4O10,0.141299999999999,-2.565518629333334,3.121241171314679,214.84683136329255,15,3,Orthorhombic
mp-13192,In6ReO12,0.0,-1.959200251710525,7.251181504819551,244.3704090148376,19,3,Trigonal
mp-554678,CaGe2O5,2.4608,-2.499478427499999,4.830824451734098,182.42531825368704,16,3,Triclinic
mp-22474,Na(CoO2)2,0.0,-1.442184006268473,4.577988990404091,297.22017325715433,28,3,Orthorhombic
mp-998602,RbOsO3,0.0,-1.610804351499998,6.7127204624474945,160.14665193019954,10,3,Trigonal
mp-667342,Bi12PbO20,1.691799999999999,-1.5947809093939371,9.333871348820342,539.9321997644622,33,3,Cubic
mp-997160,MnAgO2,0.0,-1.385979792399425,6.144772210826155,105.2866978611008,8,3,Trigonal
mp-1205383,Nd2GeO5,3.8858,-3.263154346249999,6.3162214607895795,463.8840852208435,32,3,Monoclinic
mp-1078392,YSb(PbO3)2,2.2943,-2.281386283,8.101840134912177,147.78766497945406,10,4,Monoclinic
mp-504539,CaLu2O4,3.9013,-3.85212620797619,8.083441694781806,373.0592516789542,28,3,Orthorhombic
mp-3349,Sr3Ti2O7,1.8404999999999991,-3.4925284151388603,5.022340116866562,155.59136359944824,12,3,Tetragonal
mp-28460,Br2O,1.3935,-0.066103085,4.086549121259138,285.75215638902927,12,2,Orthorhombic
mp-697672,Ce2(GeO3)3,0.0,-2.745754115357143,6.027553555441258,353.8117101661496,28,3,Triclinic
mp-1218688,Sr2TiMnO6,0.0,-3.009421787126437,5.201335791050051,238.82727703093545,20,4,Tetragonal
mp-12362,AgHg3SbO6,0.709299999999999,-1.005880865833335,8.503908280692226,362.1805204438364,22,4,Trigonal
mp-18525,TbMn2O5,1.1663000000000001,-2.650917842503562,6.601105118070377,350.9675580857557,32,3,Orthorhombic
mp-1218381,Sr2TiMnO6,0.0,-3.018384279876437,5.244470462793416,473.7259453410568,40,4,Tetragonal
mp-555983,Er2SiO5,4.7585999999999995,-3.836669838750007,7.079422042797362,415.26295039547216,32,3,Monoclinic
mp-554229,CsAs3O8,2.2357,-1.767822698096265,4.551395247943797,354.382079447938,24,3,Monoclinic
mp-30518,V6O11,0.739899999999999,-2.486746045,4.703070247886312,340.11230076371044,34,2,Triclinic
mp-555284,Ba2NdAlO5,3.691299999999999,-3.3474437825,5.601398767265856,311.79184048765427,18,4,Monoclinic
mp-17612,Ba2SiO4,4.6319,-3.361976853214285,5.376656001946446,453.05578895218787,28,3,Orthorhombic
mp-32465,LiV(PO4)2,1.960999999999999,-2.551501418968254,2.599515872799063,633.2309341858835,48,4,Monoclinic
mp-555913,YMoO4F,3.7464,-2.975229910357143,4.356706499932605,408.3468656114635,28,4,Monoclinic
mp-4100,Ca4IrO6,0.0,-2.736608389999999,5.159069556706867,288.7318889097544,22,3,Trigonal
mp-1216522,V3NiO6,0.0,-2.213714311000001,4.920368678383114,103.78074125452605,10,3,Trigonal
mp-1105138,SrFe4(CuO4)3,0.0,-1.5113539930000002,5.519469891499486,208.67964928496042,20,4,Cubic
mp-1227338,Be3ZnO4,4.2643,-2.688549454374999,3.9705787771043273,65.42621874996784,8,3,Tetragonal
mp-572313,Cu3Te2(BrO3)2,0.0,-1.121687574871795,4.762207043018697,244.65643880204752,13,4,Monoclinic
mp-770995,Co2HgO4,0.0,-1.062120947857144,8.146486637412316,311.83002923271226,28,3,Orthorhombic
mp-1225946,Cu2NiSnO4,0.0,-1.343353608749999,6.06870461842855,201.6565513538144,16,4,Monoclinic
mp-769349,BaTa6O16,2.1822,-3.377683681043479,8.095845455903856,303.35868739110447,23,3,Orthorhombic
mp-1013917,LiMn3P3O13,0.0,-2.39552577405275,3.220228369143178,487.47145901039755,40,4,Monoclinic
mp-996973,CuHgO2,0.0,-0.745885760625001,8.313315928944172,59.1512951730479,4,3,Monoclinic
mp-17439,KSm(PO3)4,5.2969,-2.916498931156746,3.277322968116189,512.0929667741402,36,4,Monoclinic
mp-1189224,DyFe4(CuO4)3,0.0,-1.646393583083332,6.157098091373918,207.26358222096408,20,4,Cubic
mp-766418,MnFe7(PO4)8,1.440899999999999,-2.325978583022374,3.458599090600081,578.8429364651804,48,4,Monoclinic
mp-1238787,NaO2,0.0,-0.842041427126436,2.12868814827235,85.79055387475346,6,2,Tetragonal
mp-656144,BaEuFe2O5,0.0,-2.370123225555556,6.4945707928001255,122.97698872734651,9,4,Tetragonal
mp-769922,V2SiO4,0.0,-2.550871035000001,4.420382813586584,145.72868469946303,14,3,Orthorhombic
mp-1190319,In2Ge2O7,1.049399999999999,-2.039348652121211,6.999145761206551,231.0384991179683,22,3,Cubic
mp-608014,K2Ge2Pb2O7,3.1648,-1.9754023907307672,5.118890118122561,243.25437476313655,13,4,Trigonal
mp-774598,Li2Mn(SiO3)2,,-2.7863211675391852,2.661123344200354,827.3760473005511,66,4,Orthorhombic
mp-556075,SrDy2O4,3.694199999999999,-3.73484630333333,7.753270820688615,408.3139428161181,28,3,Orthorhombic
mp-752704,Li5V(SiO4)2,0.21829999999999902,-2.740710475416666,2.5445734918230043,176.07450932527055,16,4,Monoclinic
mp-754106,Mn2PO5,0.0,-2.384871443188116,3.827246484231002,191.63899006379953,16,3,Tetragonal
mp-18637,Na2Cu3(GeO3)4,0.3064,-1.76514963679803,4.340399923575051,275.1383429514013,21,4,Triclinic
mp-1227068,CaLaFeO4,0.47079999999999905,-2.9057299021428573,5.293152069360676,93.74610002721504,7,4,Tetragonal
mp-776759,Mn2Fe(PO4)3,,-2.31491930248837,3.363303673239651,444.9775501903345,36,4,Trigonal
mp-22773,CuWO4,0.0,-1.7008661766666662,7.478433074150184,138.2815430376248,12,3,Triclinic
mp-1223293,La2Mn3Sb3O14,,-2.443096662217867,5.951238886801929,575.8480794082005,44,4,Monoclinic
mp-753483,Co3NiO8,0.9766999999999991,-0.9278796570833341,4.773459062084095,252.8926397355556,24,3,Trigonal
mp-13001,Ba2HoTaO6,3.378199999999999,-3.589574164233332,7.697247852078008,154.57781216113375,10,4,Cubic
mp-18762,Na4CoO3,1.1481,-1.464403423189655,2.887031060845253,228.79241128294916,16,3,Monoclinic
mp-2574,ZrO2,3.8514,-3.786492631666667,6.042619614291532,67.72436008114629,6,2,Tetragonal
mp-752467,NbO2F,2.2079,-3.16759997625,4.073915140637288,117.31099616863546,8,3,Monoclinic
mp-583506,Tl2V8O21,1.299399999999999,-2.203579532311826,4.71506778989249,405.80878243107423,31,3,Monoclinic
mp-542168,Cs2CoSiO4,2.8661000000000003,-2.298495789288794,4.448204563854539,622.4154826450367,32,4,Orthorhombic
mp-31132,Hg4OF6,0.2036,-1.518836074090911,9.726718205711238,318.3403211187897,22,3,Hexagonal
mp-1205628,Ba2ErMoO6,0.0,-3.0564830020000002,6.948792880279637,151.46971699617177,10,4,Cubic
mp-17335,ErAg(WO4)2,3.1912,-2.378641556805554,8.119179211172975,315.2898746384799,24,4,Monoclinic
mp-772957,SrV4O10,1.7003,-2.600137436333333,3.896869219987415,384.6852853246784,30,3,Triclinic
mp-542803,V6Zn3(FeO6)4,1.390399999999999,-2.089877243513514,3.787289417318605,486.347571610194,37,4,Triclinic
mp-1519447,Sr2VSnO6,,-2.6894611535,5.666728029657369,129.19476249956895,10,4,Cubic
mp-1180346,NaO2,0.0,-0.8873243708764371,2.478501489497432,294.72862702041544,24,2,Orthorhombic
mp-13019,NaLa2TaO6,3.979199999999999,-3.504750970871265,6.719340996291562,285.5542309167873,20,4,Monoclinic
mp-29205,YBO3,5.1696,-3.5222596525,4.500537512836404,327.0097545684276,30,3,Orthorhombic
mp-1194584,Hg3Te2SeO10,2.099199999999999,-1.111376695823569,7.014086909134827,518.9056364997364,32,4,Monoclinic
mp-554124,NaV(SO4)2,1.6873,-2.140325395739943,2.816131767562633,627.5234223766155,48,4,Monoclinic
mp-1018721,HfO2,4.6678000000000015,-3.968927069166663,10.676886282074282,65.47318501810419,6,2,Tetragonal
mp-3324,Nb2SnO6,1.7399,-2.7461501200000322,5.558556458731841,239.29871614672794,18,3,Monoclinic
mp-17981,Eu3IrO7,0.0,-2.609165982727275,8.477520285365,297.7719126875168,22,3,Orthorhombic
mp-559752,CsZnPO4,3.965,-2.505753668471146,4.193612384457743,464.52796015719576,28,4,Orthorhombic
mp-31245,Tb2Te4O11,3.2498,-2.30415422764707,6.760708318532501,493.3171146820097,34,3,Monoclinic
mp-1104298,NaCaSiO4,0.10699999999999901,-2.818903529482758,2.734384534817627,188.4402697395836,14,4,Monoclinic
mp-17458,V2Zn2O7,2.5529,-2.170509448636363,3.9251424493702802,291.64928912265873,22,3,Monoclinic
mp-775830,Na3Bi(BO3)2,3.138099999999999,-2.294231230622605,3.985734685790216,659.2072461934406,48,4,Monoclinic
mp-22329,NaNd2OsO6,0.543,-2.74630087513793,7.615296731828379,260.6607506322553,20,4,Monoclinic
mp-1206732,BaLaCo2O5,0.0,-2.35019775,6.334025602206402,124.28978761454499,9,4,Orthorhombic
mp-3982,KCuO2,0.8706,-1.3747728230624991,3.24332273163737,137.87103294852034,8,3,Orthorhombic
mp-18718,Ca(NiO2)4,0.0,-1.262754084999999,4.332894575790776,308.7741174190518,26,3,Trigonal
mp-777687,Fe5(OF4)2,0.1335,-2.324797602000001,4.149097949264425,370.76974971150884,30,3,Triclinic
mp-19116,Sr2CaMoO6,2.561199999999999,-2.9194941195,4.7233918857239985,286.3458538296092,20,4,Monoclinic
mp-562523,Cs3Mo2(O2F)3,3.9977,-2.430609173140396,4.251336716867444,580.8793553967532,28,4,Hexagonal
mp-554475,LaNb2ClO6,2.5637,-3.20632168175,4.8679489004837855,622.4257370146626,40,4,Orthorhombic
mp-13938,Sr2DyReO6,0.0,-2.999338294416667,7.072592079412918,145.55345808467467,10,4,Cubic
mp-540685,V2CdO6,2.2611,-2.180888695555554,4.803170970816857,107.27274426030148,9,3,Monoclinic
mp-773509,VCr2O6,0.0,-2.209259339166667,4.578879770091996,364.0010264147844,36,3,Orthorhombic
mp-756869,K2TbO3,0.0,-2.31851609936111,3.945242056060823,240.01221776621603,12,3,Orthorhombic
mp-1176398,Na2Cu3O4,0.0,-1.147848624750957,4.873619525914362,102.42555434127738,9,3,Orthorhombic
mp-555447,NaScB2O5,4.923599999999999,-3.094573522745849,2.7459461606218243,410.1592108670565,36,4,Monoclinic
mp-17552,CaSiO3,4.7336,-3.427720254333334,2.8221436760360623,410.09472876363435,30,3,Monoclinic
mp-600622,EuIO,0.0,-2.501281970000001,6.314891006491929,155.074606075311,6,3,Tetragonal
mp-1205686,Ba2PrTaO6,3.4861,-3.473158075900001,7.122673637321838,161.4468399326444,10,4,Monoclinic
mp-30201,Ba8(CoO3)7,,-2.089558520833334,5.927118709307827,1034.985546781725,72,3,Orthorhombic
mp-1041019,CuReO4,,-1.7613775522916661,5.320207473964774,783.4207684850741,48,3,Monoclinic
