mp_id,formula,band_gap,Ef_eV_atom,density_g_cm3,volume_A3,nsites,n_elements,crystal_system
mp-23593,Sr3Co2Cl2O5,0.0,-2.2896281870833333,4.658578969850649,189.49799429417615,12,4,Tetragonal
mp-1019587,CaAl2SiO6,4.596000000000001,-3.3941309285,3.329718982567048,217.55693309857728,20,4,Monoclinic
mp-560740,La2SnS3O2,1.6742,-2.493058701250001,5.258671234163624,662.7600667866743,32,4,Orthorhombic
mp-1191056,CdIO4,0.0,-0.9187510149999991,5.297141990488425,380.32826233448947,24,3,Orthorhombic
mp-582774,Ce4MnSe6O,0.0,-2.144235629332792,6.4197683266921395,571.7227354427591,24,4,Hexagonal
mp-6358,NaTiPO5,3.048,-2.997470088044437,3.2116638445742,376.04398677521414,32,4,Monoclinic
mp-1407332,La2ZnMoO6,1.5064000000000002,-2.876989743,6.70888853559429,132.45830581234327,10,4,Trigonal
mp-1043381,Sb2O5,0.38420000000000004,-1.662774132857143,5.610346831960838,191.5078098733066,14,2,Orthorhombic
mp-4690,K3TaO8,3.04,-1.7564790782569442,3.927424982251117,180.21599919980702,12,3,Tetragonal
mp-29816,Ag2HgO2,0.41029999999999905,-0.45434721466666705,9.157642983263019,325.1760355986749,20,3,Tetragonal
mp-31067,Nd(ClO4)3,4.8961,-0.98478713515625,3.386144049089312,434.08920877574997,32,3,Hexagonal
mp-1198989,Mn5(SiO5)2,0.9584,-2.458598246156188,4.083099654093292,399.2478000580338,34,3,Monoclinic
mp-755905,Na3VO3,0.40390000000000004,-1.921701986305418,2.70130292294541,206.4333213309896,14,3,Triclinic
mp-759002,K4Li5(FeO4)2,0.013999999999999001,-1.776931110824561,2.663320602420171,537.1735301358375,38,4,Triclinic
mp-8098,InGaO3,1.341999999999999,-2.129527090833333,6.666407292106624,115.84663498527046,10,3,Hexagonal
mp-850332,V4(OF3)3,0.7861,-2.954617640937501,3.559718577519185,197.2045235694136,16,3,Monoclinic
mp-22994,LiIO3,3.6546000000000003,-1.384245133666667,4.304425531982681,280.60285007168596,20,3,Orthorhombic
mp-754670,V2O5,2.4105,-2.279899547142857,2.300928498092804,262.519105381628,14,2,Orthorhombic
mp-755568,GaBiO3,3.0525,-1.9143899185,8.67655615847845,125.04979164817883,10,3,Trigonal
mp-9639,BaCu(SeO3)2,0.3659,-1.73323289196875,4.552980984354463,331.7367537315327,20,4,Monoclinic
mp-17904,Nd2TiO5,3.313799999999999,-3.7841771885416673,5.832492318322801,474.1452412231111,32,3,Orthorhombic
mp-562366,Cs2U3(TeO7)2,1.8635000000000002,-2.870472926792555,5.656203767277672,428.3570348715512,21,4,Triclinic
mp-755669,Li2AlNiO4,,-2.199541205833333,3.2186222765748402,168.7608408365669,16,4,Orthorhombic
mp-1042831,MgTi(GeO3)2,1.831999999999999,-2.575637560583334,3.9128745156803033,532.0828066194899,40,4,Monoclinic
mp-559154,Ti4Bi2O11,2.0972,-2.964461737843135,6.248771757012554,417.43379262053526,34,3,Monoclinic
mp-19235,Sr6(CoO3)5,0.0,-2.17962530826923,5.487721424432533,320.8612930807999,26,3,Trigonal
mp-781060,Mn2OF3,0.0,-2.621504089310345,4.020002127753057,302.1530150204206,24,3,Orthorhombic
mp-754834,Er2TeO2,0.487199999999999,-3.257965529333332,8.750923186562039,93.76156462250097,5,3,Trigonal
mp-768424,Li17(CoO4)4,,-1.799366053423424,2.588422962268361,391.1509800921841,37,3,Monoclinic
mp-752980,V2(OF)3,1.4706000000000001,-2.6305112037500002,3.323819895939554,206.70576075340426,16,3,Monoclinic
mp-1041465,MgMo3P3O13,1.406899999999999,-2.420561428696429,3.759441480667295,541.556164960774,40,4,Monoclinic
mp-1192188,KHo(WO4)2,3.340999999999999,-2.6804663364374983,7.104060794698998,327.1046129070982,24,4,Monoclinic
mp-2998,BaTiO3,1.666299999999999,-3.477498397666666,6.015663613577288,128.738833485449,10,3,Cubic
mp-759926,Li2Ti(BO3)2,2.9516,-2.899257620075757,2.523001511826423,472.2099032891265,44,4,Monoclinic
mp-758467,LiP4WO12,1.505199999999999,-2.491348323716929,3.449696979116676,487.7781561838224,36,4,Monoclinic
mp-8603,RbAgO,1.4174,-0.9997084205555551,4.749830446430842,292.7343311663189,12,3,Tetragonal
mp-1078727,Ba2BiIrO6,0.0,-2.127008411,8.081747715783711,158.5898830850815,10,4,Triclinic
mp-1003402,CaMnO2,2.1657,-2.622401234482758,4.161217779124579,202.74171971361207,16,3,Trigonal
mp-5274,ThTi2O6,2.94,-3.790419697407406,6.050979430501163,116.29259215059632,9,3,Monoclinic
mp-5327,Na4UO5,2.1446,-2.6799839610517253,5.289108889047823,128.71659519848131,10,3,Tetragonal
mp-1205776,Sr2InOsO6,0.3809,-2.309462207666666,6.949071631016452,137.70800050483396,10,4,Cubic
mp-1105005,Ni3Se4(ClO5)2,3.1114,-1.233504175756579,4.379585454042279,548.1209090781853,38,4,Monoclinic
mp-1040164,KHfMg30O31,,-2.890467550829365,3.720916761310931,643.8446699246762,63,4,Orthorhombic
mp-1019568,CaAl2SiO6,4.484,-3.411549716,3.322349178314349,436.07905794835233,40,4,Triclinic
mp-755878,Cu6OF11,0.0,-1.703468717222223,5.05765422892487,199.04777476176875,18,3,Triclinic
mp-28867,Ba7Ir6O19,0.0,-2.08126956859375,8.513407931277245,471.7436241633578,32,3,Monoclinic
mp-1190299,Nd2Ir2O7,0.0,-2.432281358636364,9.242659696157212,282.0357065305262,22,3,Cubic
mp-1105409,YSb(PbO3)2,2.7691,-2.288495032499999,7.985655667640753,299.8756984795554,20,4,Monoclinic
mp-552963,Pr2Ti2S2O5,0.841499999999999,-3.2589800945454552,4.892672333965616,177.05331915559037,11,4,Tetragonal
mp-557614,Cd(PO3)2,3.7171000000000003,-2.419461252003956,3.840832447373433,467.53917990531414,36,3,Orthorhombic
mp-608016,Mg(FeO2)2,0.0,-2.165017080714286,4.420157590310147,150.26411097148468,14,3,Cubic
mp-557228,Rb2Mo(IO3)6,0.0,-1.157499131666666,4.649643525949863,470.09058777289374,27,4,Trigonal
mp-776574,V2(OF)3,1.5224,-2.646690100416666,3.478173315912215,296.298943925956,24,3,Triclinic
mp-553895,SrV4(Bi3O10)2,2.891999999999999,-2.185147325483872,6.754537782930813,458.55559935616134,31,4,Triclinic
mp-771303,LiMnB2O5,0.0,-2.49773327134419,2.727472282973817,398.1633730689406,36,4,Monoclinic
mp-641117,La5Ti4FeO17,0.0,-3.58698732771605,5.802228309916912,694.7718278672152,54,4,Orthorhombic
mp-23487,KIO3,2.7868,-1.366622997449999,4.053475826557709,350.6688937400874,20,3,Triclinic
mp-755586,NaLaO2,3.2411,-3.035822470344827,4.92749983542368,130.68234916648402,8,3,Tetragonal
mp-760501,TiGa2O5,2.7831,-2.692172958541667,4.8385859951848325,183.47455158783012,16,3,Orthorhombic
mp-18247,Sr3ScRhO6,2.258099999999999,-2.944295234090908,5.462651705500749,308.06456934487744,22,4,Trigonal
mp-676106,NdZr9O20,0.0,-3.669732065916666,6.269874617663662,340.3897722577822,30,3,Triclinic
mp-558553,Sr4Ti5(Si2O11)2,1.9364000000000001,-3.4684068836190463,3.986917125483158,439.0477420576048,35,4,Monoclinic
mp-541614,K3(MoO3)10,0.0,-2.006804716087208,3.954365792007081,653.6883390374909,43,3,Monoclinic
mp-18773,WO3,1.3319,-2.184858871875,7.109147318771005,216.60903676238738,16,2,Tetragonal
mp-755464,CeBrO,0.0,-3.202267576666666,5.6006004000440335,139.95622118386117,6,3,Trigonal
mp-20092,EuTa2O6,0.0,-3.452298534685183,8.20304347308313,123.45295767474933,9,3,Tetragonal
mp-769284,Dy2SeO2,2.1479,-3.489225997135413,8.422830035260105,85.94814519555962,5,3,Trigonal
mp-559803,AgBO2,,-1.8833510627864571,5.293435268272394,1512.5554898647229,128,3,Orthorhombic
mp-1070662,Gd2BiO2,0.0,-2.915198079999997,8.843928192510203,104.29696987644898,5,3,Tetragonal
mp-674361,LiNbO3,2.9621,-2.8894612342666672,4.384557291808807,559.9273656950107,50,3,Triclinic
mp-1517855,Ba2CeWO6,,-3.0530593495,7.21819358590771,639.1743581730718,40,4,Cubic
mp-1219447,SbPbIO2,1.2046000000000001,-1.415707384999999,7.4047476439307545,109.40494638709656,5,4,Tetragonal
mp-30321,Y2P4O13,5.6411,-3.15568769781955,3.247334602884145,521.2736714025141,38,3,Orthorhombic
mp-997037,CdAuO2,0.0,-0.8689751199999991,9.422285778064223,120.32511229032545,8,3,Orthorhombic
mp-997006,AgPtO2,0.38709999999999906,-0.672532186666665,9.797313901605593,113.54116576903517,8,3,Monoclinic
mp-769052,Bi4(BO4)3,0.0,-1.966279271710525,7.487649231843548,470.30736279141104,38,3,Cubic
mp-1207217,Rb2PuO4,0.0,-2.656469717678571,6.152980583496304,129.25236445973727,7,3,Tetragonal
mp-1228749,AsRhO4,0.0,-1.3542846879166661,6.394883628033193,62.793849736141084,6,3,Orthorhombic
mp-560950,K2NaTlO3,1.261899999999999,-1.4304665845303781,4.247523147988233,552.8994090704725,28,4,Monoclinic
mp-1020657,NaSr(PO3)3,5.4112,-2.870435700736278,3.011481154586858,383.2532216641903,28,4,Triclinic
mp-771090,Gd2W4O15,3.4916,-2.592401870952381,5.982491247460862,716.0388162714446,42,3,Monoclinic
mp-8470,NaPrO2,3.1965,-2.950143315761493,5.133434125656541,126.73517070683229,8,3,Tetragonal
mp-850409,Fe2OF3,1.5199,-2.284754356000001,4.180189805119599,366.8206750623792,30,3,Orthorhombic
mp-1194023,BaCo2(PO4)2,2.284099999999999,-2.563938020714286,3.8003790846604213,388.9958821397727,26,4,Monoclinic
mp-1206970,KPaO3,3.0477,-3.552497714449997,6.391337032195198,82.6542619610523,5,3,Cubic
mp-15248,K3Nb3(BO6)2,1.920599999999999,-2.873965536004166,3.685064851079485,274.7068357967971,20,4,Hexagonal
mp-27330,La3(OsO5)2,0.0,-2.780886327666676,8.052960811877867,197.37074305070453,15,3,Monoclinic
mp-31369,Gd2B4O9,2.8237,-3.262042608777776,5.921359156725068,281.40719874252164,30,3,Triclinic
mp-16293,KSbO3,1.121299999999999,-2.004404203449999,4.621424829037074,300.17961160744926,20,3,Cubic
mp-559144,GePb3O5,2.2709,-1.725229243888888,8.349635185695883,307.9537624613078,18,3,Monoclinic
mp-754027,NaSmO2,3.653299999999999,-3.045306601594827,5.813709580060765,117.30524783327502,8,3,Tetragonal
mp-19853,TbFeO3,1.6263,-2.844573657333333,7.660263689728519,227.8446071426553,20,3,Orthorhombic
mp-6583,Ba2Er(CuO2)4,0.0,-2.063684899999999,6.611623585695933,206.9744707700718,15,4,Orthorhombic
mp-540582,CaCr2O4,0.0,-2.700953947142853,4.186631810092502,330.10279009357805,28,3,Orthorhombic
mp-555860,EuTiClO3,0.0,-3.197513430555556,4.918506920142228,191.2780311626732,12,4,Monoclinic
mp-19473,CaNi3(P2O7)2,3.7349,-2.483307683571428,3.766207944428127,497.3801336721878,44,4,Monoclinic
mp-1177345,Li4MnNi3O8,,-1.710503631954022,4.542817068430573,141.3790271163432,16,4,Trigonal
mp-1195744,BaEr2Si3O10,4.8347999999999995,-3.6174564834375,5.564203529863795,427.4123140120175,32,4,Monoclinic
mp-27492,CaFe5O7,1.247499999999999,-1.8166619149999992,4.899904932613416,292.32751109549116,26,3,Orthorhombic
mp-676519,Sr6Nb7O21,0.0,-3.2087102763235302,5.31859029274839,472.0840256837185,34,3,Triclinic
mp-14455,Cu4Ag(AsO4)3,0.0,-1.270682493458333,5.047883488444866,512.390629185996,40,4,Monoclinic
mp-19328,NaWO3,0.0,-2.106962365275861,6.764876751177076,62.5512945491811,5,3,Cubic
mp-1218095,SrNdGaO4,3.2974,-3.066481519285713,6.480585382584666,93.67428303630872,7,4,Tetragonal
mp-572332,Cs2Sb2OF10,3.8868,-2.8397373359540232,4.078356839664018,582.4931197500533,30,4,Monoclinic
mp-752737,Mn2OF3,0.0,-2.608888279310345,3.750814396098853,161.9189374649451,12,3,Trigonal
mp-2923,Ca2Os2O7,0.0,-2.237136337727267,6.978820630182833,272.49425491287786,22,3,Orthorhombic
mp-542084,MnP4O11,,-2.552240395406404,2.585361756419117,911.598932492064,64,3,Monoclinic
mp-754967,BaTeO4,2.1894,-2.25012785236111,5.254218824941958,415.81225789301755,24,3,Orthorhombic
mp-756089,V3(O2F)2,0.0,-2.71382239111111,4.490205593274134,188.47099100286366,18,3,Monoclinic
mp-17993,Ta2Mn4O9,2.4602,-2.680466133092722,6.921449967531431,348.1807400788327,30,3,Trigonal
mp-530033,B8O,2.4459,-0.6041677368518521,2.542099350741202,401.6782384637485,54,2,Monoclinic
mp-12516,NdZnSbO,0.1854,-1.874198885624999,6.794906458565944,169.80028933757657,8,4,Tetragonal
mp-27230,As2SO6,4.417199999999999,-1.684100125833333,3.5659462512739912,258.82131281310154,18,3,Orthorhombic
mp-20337,ZrPbO3,2.6727,-2.843258278999999,7.533522789829773,76.35838009464848,5,3,Orthorhombic
mp-1101265,TmAlO3,3.5534,-3.718722775000002,6.9334499102895535,116.83322033894945,10,3,Hexagonal
mp-8611,Li8CeO6,2.5162,-2.434416167777777,3.375561782849284,143.46657201162927,15,3,Trigonal
mp-20994,TaO2,0.0,-3.032669320777778,9.807658236443672,72.1081980464664,6,2,Tetragonal
mp-20763,Na2Gd2Ti3O10,1.3916,-3.333433521926978,5.249882835347886,210.04691894998746,17,4,Tetragonal
mp-19252,K2NiO2,0.577,-1.3007674969,2.8597960222445513,98.06519350673187,5,3,Tetragonal
mp-758479,LiP2WO8,0.8969,-2.500814100009921,3.907541259130661,647.1656475090809,48,4,Monoclinic
mp-1227444,BiPbBrO2,1.510199999999998,-1.588329075,8.267326653823874,106.06848147333677,5,4,Tetragonal
mp-1207219,Sr2FeSbO6,1.6652,-2.5131175362500002,5.77013103518074,516.6736594806578,40,4,Cubic
mp-1205366,LuRhO3,1.0887,-2.612046788833334,9.922030465179358,218.14931123596662,20,3,Orthorhombic
mp-554094,CaMg2(SO4)3,,-2.495390897916666,2.851687825132276,438.90988663981926,36,4,Hexagonal
mp-642754,Gd2Mo2O7,0.0,-2.879818378636373,7.407298163060286,277.2501257910201,22,3,Cubic
mp-558875,HoTe2ClO5,2.9145000000000003,-2.246676288703702,5.749174697961192,618.7684955738198,36,4,Triclinic
mp-556961,SiO2,5.4877,-3.264115334583334,2.360860911052234,338.08794787234274,24,2,Orthorhombic
mp-18498,Sr3YRhO6,2.1512000000000002,-2.912882952727273,5.666750030748338,322.72653871445533,22,4,Trigonal
mp-554980,Mn(IO3)2,2.2873,-1.165002999770115,4.927276025923084,272.80477050786436,18,3,Monoclinic
mp-755781,TbNbO4,3.9277,-3.488365252777777,5.752576334313256,182.33463073400898,12,3,Tetragonal
mp-725556,Pu2SiO10,0.7104,-2.475210009038462,5.08746514843786,441.34215729108774,26,3,Tetragonal
mp-675580,NbCrO4,0.6444000000000001,-2.729159823749999,5.077952037989326,273.2493267055111,24,3,Orthorhombic
mp-818613,MnAs3(PbO3)3,1.8608,-1.663995195964439,6.386473581949125,543.5729816672689,32,4,Monoclinic
mp-984697,EuLu2O4,0.13740000000000002,-3.8180099879761933,10.004217847918643,375.7182283320821,28,3,Orthorhombic
mp-18444,Sr3CuRhO6,0.0,-2.259917213636363,5.621157003464913,310.3611193944304,22,4,Monoclinic
mp-556892,InBiO3,2.7352,-1.7889542243333332,8.484176543805171,291.07493270155646,20,3,Orthorhombic
mp-1020797,Y(PO3)3,5.626799999999999,-3.005390171840647,2.8432012335647583,380.58489493343745,26,3,Monoclinic
mp-3808,K2UO4,1.9773,-3.059945037785713,5.090494292722964,124.03025951364324,7,3,Tetragonal
mp-1188346,CoBiO3,0.38780000000000003,-1.376683918000001,9.305764679617505,225.4877037010106,20,3,Orthorhombic
mp-768372,SbBrO,2.5399000000000003,-1.455118806388887,4.846577737161634,894.9124896050624,36,3,Monoclinic
mp-20324,Ba2LuCu3O7,0.0,-2.195898728589743,7.109359718686039,175.70477973623184,13,4,Orthorhombic
mp-22577,Pb3SO6,2.8051,-1.7378962092499992,6.420776911719224,387.75433519577956,20,3,Orthorhombic
mp-1040471,NaMoO3,0.0,-2.014921025275862,4.501484285601487,61.57755902520197,5,3,Cubic
mp-1079176,Sm2Fe2Se2O3,0.0,-2.29789733329861,6.647675342511288,154.45371188849006,9,4,Tetragonal
mp-4006,ErPO4,5.919600000000001,-3.512368879107143,6.275106624844279,138.78449772491817,12,3,Tetragonal
mp-1040464,NaOsO3,0.0,-1.6154962292758621,7.445164566150063,58.26098792489951,5,3,Cubic
mp-754432,Na2FeO4,1.3696000000000002,-1.319902783251231,2.286930921521425,240.80669564155752,14,3,Triclinic
mp-1192384,DyWBrO4,2.651,-2.665898297023808,6.300184022525317,516.8517782730967,28,4,Triclinic
mp-756630,DyAlO3,5.723000000000001,-3.745956005333332,7.795573824413557,202.34271003182837,20,3,Orthorhombic
mp-1215693,YbGd(PO4)2,0.0,-3.313969814246031,6.079332042180181,142.09896020351832,12,4,Tetragonal
mp-1084762,MnRe(PbO3)2,0.175799999999999,-1.8002045410431031,9.183918226577637,135.88578412860775,10,4,Cubic
mp-27224,Na4CoO4,0.5364,-1.517222244022987,2.912655239743937,245.02249548992876,18,3,Triclinic
mp-22734,HfPbO3,2.7161,-2.990494839249998,10.338823292347769,557.2442267053383,40,3,Orthorhombic
mp-22992,TiClO,0.0,-2.730120467777778,3.092474823149675,106.66133320580941,6,3,Orthorhombic
mp-558580,Na2Zn(SiO3)2,3.6116,-2.705025007068965,3.061989080785582,285.85662500209,22,4,Monoclinic
mp-556806,BaNa2(SiO3)2,4.1731,-3.001983617068965,3.456068944646034,322.37064116908243,22,4,Monoclinic
mp-1217316,Ti(FeO2)3,1.3331,-2.156462737333334,4.820068947905917,107.27838420265402,10,3,Trigonal
mp-21282,Na2SO3,4.915800000000001,-2.020232792543103,2.556273385662266,163.75313580625192,12,3,Trigonal
mp-754218,Tb2SeO2,2.1369,-3.440929892135415,7.784284524970831,182.94678839013298,10,3,Orthorhombic
mp-558131,Sm2Tc2O7,0.0,-2.778559838181817,7.259752756348688,278.4657825909363,22,3,Cubic
mp-555296,YbTaO4,0.0,-3.605629401222221,9.834751467567903,141.1487054045905,12,3,Monoclinic
mp-780320,LiMn3(BO3)3,0.5244,-2.393246404976652,3.121895646021911,370.3974119185387,32,4,Triclinic
mp-1068577,ZrPbO3,2.2792,-2.793935413,7.715050540923727,74.56174053380131,5,3,Cubic
mp-555909,Tb5Se2Cl3O10,3.7466,-3.029098746401041,6.038241317194814,335.202014430963,20,4,Monoclinic
mp-556389,UTl2(TeO4)2,1.8419,-2.077310297692308,7.276998244613918,470.06739721449895,26,4,Triclinic
mp-757986,Li4V7(PO4)6,0.6002000000000001,-2.536052909297327,3.0974953930062172,511.52863926974476,41,4,Monoclinic
mp-1194049,SmMoBrO4,2.0128,-2.589357923928572,4.863781213770151,532.8734761468213,28,4,Triclinic
mp-2895,Mg2SiO4,4.6395,-3.213125702857142,3.235690304073053,288.8118045870756,28,3,Orthorhombic
mp-558172,Ca(PtO2)2,0.0,-1.575355533571427,8.543200227246636,192.131937537774,14,3,Tetragonal
mp-772213,La4CuO8,0.0,-3.109178970769231,6.808775945095011,182.2197548378673,13,3,Orthorhombic
mp-756635,Co3BiO8,0.0,-1.0848143550000011,5.859257684687926,145.60611805343086,12,3,Trigonal
mp-22280,PrNiO3,0.0,-2.406667594333332,7.386578893960931,222.64609009835596,20,3,Orthorhombic
mp-21856,Co2SiO4,0.0,-2.129220831071429,4.773725487881965,292.12348388505933,28,3,Orthorhombic
mp-4387,SrZrO3,3.6122,-3.661658828500002,5.415575897777201,278.2199660312183,20,3,Orthorhombic
mp-764722,Li3Fe8(BO3)8,1.4157,-2.248558401705426,3.232148436729712,481.93319752295463,43,4,Triclinic
mp-31112,Tb3GaO6,3.605399999999999,-3.579312696749999,7.951632802909207,268.3445831269804,20,3,Orthorhombic
mp-764034,Na(FeO2)2,0.0,-1.544169425197043,4.081254068332032,161.67164690807218,14,3,Orthorhombic
mp-1042009,CaVP2O7,2.1767,-2.8805126012987,3.147636766923661,559.1256590622113,44,4,Triclinic
mp-998227,KHfO3,0.0,-2.943229516449999,6.047336441525025,72.92743889412984,5,3,Cubic
mp-19401,CrPO4,2.4649,-2.59617238077381,3.44621665146685,424.8924026285614,36,3,Orthorhombic
mp-768353,YTmO3,3.1706,-3.945753290666667,6.7984717145311215,448.20930423084536,30,3,Hexagonal
mp-754675,MnOF,0.0,-2.333219777088123,4.269054204696772,209.89471990250584,18,3,Monoclinic
mp-557942,SrFe3P3O13,0.5195000000000001,-2.516399376696429,3.607190865204056,511.9626208944064,40,4,Monoclinic
mp-862718,SrSn(PO4)2,3.5533,-2.818662848690475,3.984340157783723,330.30630577286075,24,4,Monoclinic
mp-5611,BaUO4,2.1144,-3.6680901462499973,7.447472308714998,391.8449842635073,24,3,Orthorhombic
mp-30273,AcClO,4.4451,-3.586422302500002,7.156870615491261,129.21320315269972,6,3,Tetragonal
mp-4103,Sr2Sb2O7,1.370399999999999,-2.570062335909088,5.869625819890577,300.30559622315633,22,3,Orthorhombic
mp-1221598,MnTe(PbO3)2,1.0191,-1.64501356345977,8.368858644854168,274.98247140852254,20,4,Cubic
mp-779078,Na2CoO3,0.0,-1.465095390459769,3.838732609557823,264.5816780824491,24,3,Monoclinic
mp-776172,AlCuO3,0.35000000000000003,-2.055902871,4.636977017852498,198.42876062512912,20,3,Monoclinic
mp-1368210,CaNiO3,,-1.7696274735,4.445141964557334,219.31057008526895,20,3,Orthorhombic
mp-1205807,BaSr(CoO3)2,0.0,-2.00877147,5.598860846329193,130.14447386726485,10,4,Hexagonal
mp-554773,La3BWO9,3.794799999999999,-3.388183151369047,6.5968273272581115,380.2761736229459,28,4,Hexagonal
mp-556533,Sr2V3BiO11,2.781,-2.64590661,4.605298584330192,514.2024698076158,34,4,Triclinic
mp-6800,KLiSO4,5.3245000000000005,-2.302688434726189,2.274655092020711,207.47387787786687,14,4,Trigonal
mp-8207,Zn(PtO2)3,0.3047,-1.106678720999999,10.989845397667144,112.81812775356885,10,3,Orthorhombic
mp-1220416,NbFeO4,1.1919,-2.4704692925,5.174698112184704,136.54052275530782,12,3,Orthorhombic
mp-4662,ScOF,4.598000000000001,-4.078035918333334,3.583605245590133,148.19296045264807,12,3,Monoclinic
mp-562420,Cs3ClO,1.6127999999999991,-1.608732062293103,4.28866263952995,697.2083077949837,20,3,Orthorhombic
mp-19076,HoCrO4,0.296799999999999,-2.7799262849999993,6.001059832937755,155.46764169753553,12,3,Tetragonal
mp-759543,FeOF,0.0,-2.109119000833333,4.595823967182611,131.29138514461442,12,3,Monoclinic
mp-1183289,BaScO3,0.0,-3.207111031999999,5.089365179865764,75.13526132667413,5,3,Cubic
mp-8271,Ba2Ca(BO2)6,4.9616,-3.113965850714285,3.453311085107322,274.85182484787623,21,4,Trigonal
mp-704637,Nb12WO33,1.8903999999999992,-2.954560287500001,4.529141518327393,669.7298639349733,46,3,Triclinic
mp-7973,RbNdO2,3.4259999999999993,-2.901663756249998,5.764818400874615,75.38439620218746,4,3,Trigonal
mp-1205833,Ba2NbRhO6,0.8889,-2.733223787000001,6.787146106307911,138.59031925378656,10,4,Cubic
mp-550893,HfO2,3.8043,-3.936231537499997,10.971726147701107,31.856871997756667,3,2,Cubic
mp-17337,RbAsOF4,3.7404,-2.585927445714286,3.51901997784667,476.37223865221074,28,4,Monoclinic
mp-763229,VOF,0.0,-2.8013677520833333,4.131131315937981,276.35155487683795,24,3,Monoclinic
mp-990238,Au(OF3)2,0.18550000000000003,-0.9614194822222221,4.829429021243865,117.92107967993643,9,3,Triclinic
mp-470,GeO2,1.2157,-2.156655663333334,6.20512814957392,56.00426327829353,6,2,Tetragonal
mp-27494,La2CoO4,0.3608,-3.082190103214286,6.725310659368461,395.78680616490857,28,3,Orthorhombic
mp-758434,LiFeSiO4,,-2.472176137261904,3.067671645913779,335.32427253318883,28,4,Monoclinic
mp-505219,Rb2V4O9,0.09570000000000001,-2.458521752333333,3.6264328094251033,475.0206878552429,30,3,Tetragonal
mp-1045767,YCr4(CuO4)3,0.1077,-2.0308343435,5.5939035506645745,201.71446287592815,20,4,Cubic
mp-18652,Sr3HoRhO6,2.160199999999999,-2.934729701818182,6.485332449062302,320.9232285986346,22,4,Trigonal
mp-1080060,LaAlO3,3.7121,-3.722466562999999,6.529684685682409,108.7846540054093,10,3,Orthorhombic
mp-770767,SmCuO3,0.121799999999999,-2.4121013065,7.378061688081909,235.78125214601297,20,3,Orthorhombic
mp-10349,Na2SnTeO6,1.243299999999999,-1.860587601942529,5.390655391012236,239.21542863427447,20,4,Monoclinic
mp-1207607,YScSi2O7,4.536300000000001,-3.631461509999999,3.63761005174603,137.87355414560963,11,4,Monoclinic
mp-758237,Li2Cr2Si5O13,,-2.9100647105303032,2.966298235656983,522.0643212200678,44,4,Triclinic
mp-1101375,ScTiO3,0.0,-3.566884129666666,4.121270147889125,113.47907294930623,10,3,Trigonal
mp-1190831,Eu3SbO7,0.0,-2.869598592727273,7.467736772722288,306.7025924849992,22,3,Orthorhombic
mp-17709,Na2ZnSiO4,3.1365,-2.483276484407326,3.40414506938867,397.01316822513843,32,4,Orthorhombic
mp-628951,V2P2O9,1.3672,-2.576943749175824,3.278241393757132,623.69494211915,52,3,Orthorhombic
mp-1206844,RbPaO3,3.000999999999999,-3.5306131085,7.197670044615942,84.09243655756401,5,3,Cubic
mp-627380,Mn(ReO4)2,3.141,-2.207803734357368,4.450278999587159,828.8700964022519,44,3,Trigonal
mp-1202934,Ag3SbO4,0.0,-0.9961129615624991,7.58613232291104,445.980004643397,32,3,Tetragonal
mp-23333,Hg3Cl4O,1.4621,-0.918982791250002,5.815850396381855,867.5013991057318,32,3,Cubic
mp-680713,Ho(BO2)3,,-3.197634458124999,5.328522405364373,1462.7252767451614,160,3,Orthorhombic
mp-18973,CoSe2O5,2.3763,-1.272770595898438,4.617434747293967,427.0174871570919,32,3,Orthorhombic
mp-7476,RbDyO2,3.602,-3.039326717291665,6.820083057823446,68.16566201637167,4,3,Trigonal
mp-1226497,CePrO4,0.0,-3.460799105277777,6.557919832417989,87.3632613805408,6,3,Trigonal
mp-23578,Co3B7ClO13,2.2683,-2.416672307256944,3.6134192285853333,455.7995880776381,48,4,Trigonal
mp-1095187,Nb2O3,0.0,-2.572572488999999,6.514087804223596,119.20386858387614,10,2,Monoclinic
mp-559824,Au2Se3O10,0.9414,-0.906057643135418,5.832579563377046,450.2865781859367,30,3,Orthorhombic
mp-556139,BaZr(PO4)2,4.158799999999999,-3.287506394107157,3.838121432971381,181.05867413656154,12,4,Monoclinic
mp-558824,KNa2NiO2,1.542399999999998,-1.17711357458477,2.819276127335689,414.110576735168,24,4,Orthorhombic
mp-1205934,Ba2YbMoO6,2.2435,-3.115867185750002,7.3380656471436,144.74267722017825,10,4,Cubic
mp-1020594,Zn2SiO4,2.677,-2.431820439166669,4.264196508976492,347.2034966108582,28,3,Orthorhombic
mp-757412,Mn3Co(PO4)4,0.0,-2.2950706025985212,3.460558341401984,289.6514697519009,24,4,Monoclinic
mp-12730,Ba2YbRuO6,0.0,-2.782053713250002,7.507176768478134,142.61684063337782,10,4,Cubic
mp-754502,SmYO2,0.0,-3.1839257087500012,5.777725254782315,77.96243830385232,4,3,Trigonal
mp-561113,Ag2BiO3,0.5053000000000001,-0.9160639168055551,8.24145910187676,380.9819184513412,24,3,Monoclinic
mp-7765,Ba3SiO5,3.242199999999999,-3.238230593333332,5.664223279001287,304.9264537520124,18,3,Tetragonal
mp-1383318,CaLa2CrO6,0.0,-3.221538288,5.6633750123469575,136.59952410661055,10,4,Trigonal
