mp_id,formula,band_gap,Ef_eV_atom,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
mp-1080028,Sr2ZrTiO6,2.516,-3.589645374333334,Sr2 Zr1 Ti1 O6,8.0,40.0,32.0,18.6,12.72,8.0,8.0,87.0,79.0,62.5,29.4,87.0,15.9994,91.224,75.22460000000001,41.032740000000004,30.040008,15.9994,54.8,2128.0,2073.2,649.78,713.976,54.8,2.0,16.0,14.0,10.8,6.24,16.0,2.0,5.0,3.0,3.1,1.3199999999999998,2.0,66.0,195.0,129.0,112.1,55.32000000000001,66.0,0.95,3.44,2.49,2.541,1.0788,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.8,1.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.8,2.0799999999999996,2.0,9.105,54.23,45.125,20.2975,14.152499999999998,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,2.25333333333e-06,4.055999999993999e-06,0.0,12.0,225.0,213.0,91.0,94.8,12.0
mp-11737,Li4SiO4,4.7841000000000005,-2.6748830125925913,Li4 Si1 O4,3.0,14.0,11.0,6.444444444444445,3.0617283950617287,3.0,1.0,87.0,86.0,47.77777777777778,41.58024691358025,1.0,6.941,28.0855,21.1445,13.316344444444445,5.6669728395061725,6.941,54.8,1687.0,1632.2,413.44,318.7911111111111,54.8,1.0,16.0,15.0,9.11111111111111,7.209876543209877,1.0,2.0,3.0,1.0,2.111111111111111,0.1975308641975309,2.0,66.0,128.0,62.0,98.55555555555556,28.938271604938272,66.0,0.98,3.44,2.46,2.1755555555555555,1.1239506172839506,0.98,1.0,2.0,1.0,1.5555555555555556,0.4938271604938272,1.0,0.0,4.0,4.0,2.0,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.5555555555555554,2.271604938271605,1.0,0.0,1.0,1.0,0.4444444444444444,0.4938271604938272,0.0,0.0,4.0,4.0,1.3333333333333333,1.1851851851851853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.7777777777777777,0.691358024691358,1.0,9.105,20.44,11.335,13.692592592577777,4.077860082291357,9.105,0.0,0.773,0.773,0.08588888888888889,0.15269135802469136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,132.33333333333334,106.96296296296296,12.0
mp-557002,Pr9O16,0.0,-3.308003488999999,Pr9 O16,8.0,59.0,51.0,26.36,23.500799999999998,8.0,17.0,87.0,70.0,61.8,32.256,87.0,15.9994,140.90765,124.90825,60.96637,57.557721599999994,15.9994,54.8,1204.0,1149.2,468.51199999999994,529.5513599999999,54.8,3.0,16.0,13.0,11.32,5.990399999999999,16.0,2.0,6.0,4.0,3.44,1.8432,2.0,66.0,203.0,137.0,115.32,63.1296,66.0,1.13,3.44,2.31,2.6083999999999996,1.064448,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.56,1.8432,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.08,1.3824,0.0,5.0,6.0,1.0,5.64,0.4608000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.28,0.9216,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,3.96,5.0687999999999995,0.0,2.0,11.0,9.0,5.24,4.147200000000001,2.0,9.105,35.675,26.569999999999997,18.6702,12.243455999999998,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,77.52,83.8656,12.0
mp-4426,Li4SeO5,2.4442,-1.950933552567708,Li4 Se1 O5,3.0,34.0,31.0,8.6,5.08,8.0,1.0,89.0,88.0,52.8,41.44,87.0,6.941,78.96,72.01899999999999,18.6721,12.05758,15.9994,54.8,494.0,439.2,258.276,203.47599999999997,54.8,1.0,16.0,15.0,10.0,7.2,16.0,2.0,4.0,2.0,2.2,0.36000000000000015,2.0,66.0,128.0,62.0,96.2,30.2,66.0,0.98,3.44,2.46,2.367,1.1096,3.44,1.0,2.0,1.0,1.6,0.48,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,10.0,10.0,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,5.0,3.2,6.0,0.0,1.0,1.0,0.4,0.48,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.6,0.48,2.0,9.105,25.92,16.815,13.78183333332,4.676833333319999,9.105,0.0,0.799,0.799,0.0799,0.14382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,99.0,104.0,12.0
mp-1191380,FeB4O7,2.6797999999999993,-2.5940361665972222,Fe1 B4 O7,5.0,26.0,21.0,8.5,2.9166666666666665,8.0,55.0,87.0,32.0,79.33333333333333,8.944444444444445,87.0,10.811,55.845,45.034,17.5904,6.375766666666666,15.9994,54.8,2348.0,2293.2,965.5500000000001,1062.5416666666667,54.8,8.0,16.0,8.0,14.333333333333334,1.9444444444444444,16.0,2.0,4.0,2.0,2.1666666666666665,0.3055555555555554,2.0,66.0,132.0,66.0,77.5,13.416666666666666,66.0,1.83,3.44,1.6099999999999999,2.839166666666667,0.7009722222222221,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.5555555555555554,4.0,0.0,6.0,6.0,0.5,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.166666666666667,1.4444444444444444,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.8333333333333335,1.4444444444444446,2.0,0.0,4.0,4.0,0.3333333333333333,0.611111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.1666666666666665,1.3611111111111114,2.0,7.1725,10.73,3.5575,8.59625,0.949166666666667,9.105,0.0,1.524,1.524,0.508,0.6773333333333333,0.0,0.0,2.1106628,2.1106628,0.17588856666666666,0.32246237222222224,0.0,12.0,229.0,217.0,81.41666666666667,80.9861111111111,12.0
mp-545544,Ba2TaBiO6,2.536299999999999,-2.950626889733333,Ba2 Ta1 Bi1 O6,8.0,83.0,75.0,31.6,28.320000000000004,8.0,9.0,87.0,78.0,67.4,27.24,87.0,15.9994,208.9804,192.981,76.057868,72.07016159999999,15.9994,54.8,3290.0,3235.2,616.3199999999999,688.208,54.8,2.0,16.0,14.0,12.0,5.4,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,215.0,149.0,114.4,58.08,66.0,0.89,3.44,2.55,2.5940000000000003,1.0151999999999997,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.7,1.6200000000000003,4.0,0.0,10.0,10.0,1.3,2.08,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,2.0,29.0,27.0,8.8,6.08,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,0.9,2.0,0.0,7.0,7.0,0.7,1.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.2,1.12,2.0,9.105,63.59,54.485,23.288,18.053200000000004,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,77.1,91.14000000000001,12.0
mp-25234,CoO2,0.0,-0.9836911083333352,Co1 O2,8.0,27.0,19.0,14.333333333333334,8.444444444444445,8.0,58.0,87.0,29.0,77.33333333333333,12.888888888888891,87.0,15.9994,58.933195,42.933794999999996,30.310665,19.081686666666666,15.9994,54.8,1768.0,1713.2,625.8666666666667,761.4222222222221,54.8,9.0,16.0,7.0,13.666666666666666,3.111111111111111,16.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,66.0,126.0,60.0,86.0,26.666666666666668,66.0,1.88,3.44,1.56,2.92,0.6933333333333334,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,7.0,7.0,2.3333333333333335,3.1111111111111107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,7.0,1.3333333333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.3333333333333335,0.4444444444444445,2.0,9.105,10.245,1.1399999999999988,9.485,0.5066666666666659,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.5161570666666667,0.6882094222222221,0.0,12.0,194.0,182.0,72.66666666666667,80.8888888888889,12.0
mp-545399,NaNiIO6,1.7121,-1.035657982931034,Na1 Ni1 I1 O6,8.0,53.0,45.0,15.555555555555555,11.08641975308642,8.0,2.0,96.0,94.0,75.66666666666667,19.629629629629626,87.0,15.9994,126.90447,110.90507000000001,33.84267103111111,26.20278398617284,15.9994,54.8,1728.0,1673.2,312.7244444444444,343.8992592592592,54.8,1.0,17.0,16.0,13.777777777777779,3.679012345679012,16.0,2.0,5.0,3.0,2.6666666666666665,0.8888888888888888,2.0,66.0,166.0,100.0,91.66666666666667,34.22222222222222,66.0,0.93,3.44,2.51,2.9044444444444446,0.714074074074074,3.44,1.0,2.0,1.0,1.8888888888888888,0.1975308641975309,2.0,0.0,5.0,5.0,3.2222222222222223,1.4320987654320987,4.0,0.0,10.0,10.0,2.0,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,7.111111111111111,2.839506172839506,6.0,0.0,1.0,1.0,0.1111111111111111,0.19753086419753085,0.0,0.0,2.0,2.0,1.4444444444444444,0.7407407407407407,2.0,0.0,2.0,2.0,0.2222222222222222,0.3950617283950617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.7777777777777777,0.34567901234567905,2.0,9.105,43.015,33.91,15.245370370366667,9.281687242792593,9.105,0.0,1.062,1.062,0.11800000000000001,0.2097777777777778,0.0,0.0,0.5953947,0.5953947,0.06615496666666668,0.11760882962962965,0.0,12.0,229.0,217.0,65.55555555555556,71.75308641975309,12.0
mp-555084,GdWClO4,2.5471,-2.736214926428571,Gd1 W1 Cl1 O4,8.0,74.0,66.0,26.714285714285715,24.163265306122447,8.0,27.0,94.0,67.0,74.28571428571429,20.163265306122444,87.0,15.9994,183.84,167.8406,62.934371428571424,61.491787755102045,15.9994,54.8,3695.0,3640.2,810.2571428571429,1045.85306122449,54.8,3.0,17.0,14.0,12.857142857142858,4.775510204081633,16.0,2.0,6.0,4.0,3.2857142857142856,1.5510204081632655,2.0,66.0,196.0,130.0,103.42857142857143,43.183673469387756,66.0,1.2,3.44,2.24,2.9257142857142857,0.6546938775510205,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.0,1.7142857142857142,4.0,0.0,4.0,4.0,0.7142857142857143,1.0204081632653061,0.0,0.0,14.0,14.0,3.0,4.285714285714286,0.0,6.0,20.0,14.0,8.714285714285714,3.591836734693877,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2857142857142858,0.8163265306122449,2.0,0.0,9.0,9.0,2.142857142857143,3.0612244897959187,0.0,0.0,7.0,7.0,1.0,1.7142857142857142,0.0,1.0,16.0,15.0,4.428571428571429,3.7551020408163263,2.0,9.105,32.05,22.944999999999997,15.57392857142857,7.393061224489794,9.105,0.0,2.493,2.493,0.35614285714285715,0.6105306122448979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,76.42857142857143,77.18367346938774,12.0
mp-1217962,SrSmAlO4,3.2398,-3.5300901035714283,Sr1 Sm1 Al1 O4,8.0,62.0,54.0,20.714285714285715,16.73469387755102,8.0,8.0,87.0,79.0,64.57142857142857,28.04081632653061,87.0,15.9994,150.36,134.3606,46.99416265714286,41.14047848163266,15.9994,54.8,1345.0,1290.2,506.81,516.5828571428572,54.8,2.0,16.0,14.0,11.714285714285714,5.2653061224489806,16.0,2.0,6.0,4.0,3.142857142857143,1.346938775510204,2.0,66.0,198.0,132.0,111.14285714285714,51.59183673469387,66.0,0.95,3.44,2.49,2.4985714285714287,1.0759183673469388,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4285714285714284,1.7959183673469388,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.8571428571428571,1.4693877551020407,0.0,2.0,8.0,6.0,5.285714285714286,1.5918367346938775,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.8571428571428572,1.0612244897959184,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.1428571428571428,1.9591836734693877,0.0,0.0,8.0,8.0,3.0,2.0,2.0,9.105,54.23,45.125,20.051428571428573,13.530612244897958,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,94.85714285714286,94.6938775510204,12.0
mp-644514,MnO2,0.540999999999999,-1.8225279240325691,Mn1 O2,8.0,25.0,17.0,13.666666666666666,7.5555555555555545,8.0,52.0,87.0,35.0,75.33333333333333,15.555555555555557,87.0,15.9994,54.938045,38.938645,28.978948333333335,17.306064444444445,15.9994,54.8,1519.0,1464.2,542.8666666666667,650.7555555555556,54.8,7.0,16.0,9.0,13.0,4.0,16.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,66.0,139.0,73.0,90.33333333333333,32.44444444444444,66.0,1.55,3.44,1.89,2.81,0.8399999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,6.333333333333333,0.44444444444444436,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,1.3333333333333333,2.0,9.105,10.4875862069,1.3825862068999992,9.565862068966666,0.6144827586222217,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,0.00010337356321833333,0.00013783141762444443,0.0,12.0,217.0,205.0,80.33333333333333,91.11111111111113,12.0
mp-23100,Sr2LuBiO6,1.9188,-2.891695009166667,Sr2 Lu1 Bi1 O6,8.0,83.0,75.0,27.8,23.76,8.0,8.0,87.0,79.0,66.5,28.5,87.0,15.9994,208.9804,192.981,65.51836,59.422752,15.9994,54.8,1936.0,1881.2,490.91999999999996,523.3439999999999,54.8,2.0,16.0,14.0,11.8,5.68,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,195.0,129.0,112.1,55.32000000000001,66.0,0.95,3.44,2.49,2.5829999999999997,1.0284,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.7,1.6200000000000003,4.0,0.0,10.0,10.0,1.1,1.78,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,2.0,29.0,27.0,8.6,5.76,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,0.9,2.0,0.0,9.0,9.0,0.9,1.6200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.4,1.44,2.0,9.105,54.23,45.125,22.490499999999997,16.062599999999996,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.00022471,0.00040447799999999994,0.0,12.0,225.0,213.0,72.8,85.11999999999999,12.0
mp-7941,Li6TeO6,2.798,-2.132090702051282,Li6 Te1 O6,3.0,52.0,49.0,9.076923076923077,6.603550295857987,3.0,1.0,90.0,89.0,47.53846153846154,42.9585798816568,1.0,6.941,127.6,120.65899999999999,20.403261538461535,16.491805917159763,6.941,54.8,722.66,667.86,290.276923076923,217.36331360946744,54.8,1.0,16.0,15.0,9.076923076923077,7.455621301775149,1.0,2.0,5.0,3.0,2.230769230769231,0.42603550295857995,2.0,66.0,138.0,72.0,100.15384615384616,31.52662721893491,66.0,0.98,3.44,2.46,2.2015384615384614,1.1431952662721894,0.98,1.0,2.0,1.0,1.5384615384615385,0.4970414201183432,1.0,0.0,4.0,4.0,2.1538461538461537,1.9881656804733727,0.0,0.0,10.0,10.0,0.7692307692307693,1.4201183431952664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,4.461538461538462,3.1952662721893486,1.0,0.0,1.0,1.0,0.46153846153846156,0.4970414201183432,0.0,0.0,2.0,2.0,1.0769230769230769,0.9940828402366864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.5384615384615385,0.4970414201183432,1.0,9.105,34.7633333333,25.658333333299996,14.534871794853844,5.012189349095857,9.105,0.0,0.464,0.464,0.0356923076923077,0.06589349112426036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,122.92307692307692,102.3905325443787,12.0
mp-557753,K3PO4,3.9991,-2.532319784549107,K3 P1 O4,8.0,19.0,11.0,13.0,5.0,8.0,3.0,87.0,84.0,55.0,39.0,87.0,15.9994,39.0983,23.0989,26.53328275,10.53388275,15.9994,54.8,336.53,281.72999999999996,193.26125,138.46125,54.8,1.0,16.0,15.0,10.25,6.9375,16.0,2.0,4.0,2.0,2.875,0.875,2.0,66.0,203.0,137.0,122.5,60.375,66.0,0.82,3.44,2.62,2.30125,1.13875,3.44,1.0,2.0,1.0,1.625,0.46875,2.0,0.0,4.0,4.0,2.375,1.78125,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.0,2.25,6.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,3.0,3.0,1.375,1.03125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.75,0.5625,2.0,9.105,73.1066666667,64.00166666669999,34.7887797619125,28.73841517859062,9.105,0.0,1.625,1.625,0.203125,0.35546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,92.125,102.65625,12.0
mp-559041,TlMo2Cl7O2,2.543,-1.416968423194445,Tl1 Mo2 Cl7 O2,8.0,81.0,73.0,25.0,15.0,17.0,50.0,94.0,44.0,84.0,12.666666666666666,94.0,15.9994,204.3833,188.38389999999998,56.37275833333333,37.864170833333326,35.453,54.8,2896.0,2841.2,639.9833333333333,752.0055555555555,171.6,6.0,17.0,11.0,14.666666666666666,3.1666666666666665,17.0,2.0,6.0,4.0,3.4166666666666665,0.9583333333333334,3.0,66.0,154.0,88.0,108.25,21.375,102.0,1.62,3.44,1.8199999999999998,2.911666666666667,0.46583333333333315,3.16,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,0.0,5.0,5.0,3.6666666666666665,1.666666666666667,5.0,0.0,10.0,10.0,1.6666666666666667,2.5,0.0,0.0,14.0,14.0,1.1666666666666667,2.138888888888889,0.0,6.0,27.0,21.0,8.333333333333334,3.111111111111112,7.0,0.0,1.0,1.0,0.16666666666666666,0.2777777777777778,0.0,0.0,5.0,5.0,1.3333333333333333,0.8333333333333335,1.0,0.0,5.0,5.0,0.8333333333333334,1.388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.3333333333333335,1.666666666666667,1.0,9.105,26.91,17.805,20.665208333333332,5.511805555555554,24.4975,0.0,2.493,2.493,1.45425,1.2118749999999998,2.493,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,93.66666666666667,61.833333333333336,64.0
mp-1003483,CaMn4O8,0.5121,-2.16445706397878,Ca1 Mn4 O8,8.0,25.0,17.0,14.153846153846153,7.57396449704142,8.0,7.0,87.0,80.0,70.07692307692308,20.828402366863905,87.0,15.9994,54.938045,38.938645,29.83272153846154,17.025626508875742,15.9994,54.8,1519.0,1464.2,586.876923076923,654.8639053254439,54.8,2.0,16.0,14.0,12.153846153846153,4.733727810650888,16.0,2.0,4.0,2.0,2.769230769230769,0.9467455621301775,2.0,66.0,176.0,110.0,96.92307692307692,38.05917159763314,66.0,1.0,3.44,2.44,2.670769230769231,0.9467455621301775,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4615384615384617,1.893491124260355,4.0,0.0,5.0,5.0,1.5384615384615385,2.1301775147928996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,6.0,0.6153846153846154,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2307692307692308,0.9467455621301775,2.0,0.0,5.0,5.0,1.5384615384615385,2.1301775147928996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.769230769230769,1.3727810650887575,2.0,9.105,37.77,28.665000000000003,11.735411140584615,4.005321362986982,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,9.542175066307691e-05,0.00013212242399502958,0.0,12.0,225.0,213.0,91.46153846153847,97.79881656804733,12.0
mp-769381,Ca3Ta2O8,4.5215,-3.434431756897436,Ca3 Ta2 O8,8.0,73.0,65.0,20.76923076923077,16.071005917159763,8.0,7.0,87.0,80.0,62.53846153846154,30.106508875739642,87.0,15.9994,180.94788,164.94848,46.93268923076923,41.23544331360946,15.9994,54.8,3290.0,3235.2,797.1846153846153,913.7041420118343,54.8,2.0,16.0,14.0,11.076923076923077,6.059171597633137,16.0,2.0,6.0,4.0,3.076923076923077,1.3254437869822486,2.0,66.0,176.0,110.0,107.38461538461539,50.934911242603555,66.0,1.0,3.44,2.44,2.5784615384615384,1.0603550295857989,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4615384615384617,1.893491124260355,4.0,0.0,3.0,3.0,0.46153846153846156,0.7810650887573964,0.0,0.0,14.0,14.0,2.1538461538461537,3.6449704142011834,0.0,2.0,19.0,17.0,7.076923076923077,3.668639053254438,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2307692307692308,0.9467455621301775,2.0,0.0,7.0,7.0,1.0769230769230769,1.8224852071005917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.3076923076923075,1.4437869822485205,2.0,9.105,37.77,28.665000000000003,17.106923076923078,9.848520710059173,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,94.53846153846153,101.58579881656804,12.0
